,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id
64,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,244.0,59.0,1203.0,134.0,577.0,1927,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,21,True,1,,,"['scala3', 'scalajs']",,,,
65,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2024-09-27 12:28:00,2024-03-26 00:39:51,2986.0,,242.0,66.0,938.0,151.0,272.0,1763,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,105.0,21,True,2,,,"['scala3', 'scalajs']",,,,
66,scalajs-react,japgolly/scalajs-react,scala-js,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2024-07-25 14:04:27,2024-07-11 03:54:41,3207.0,,232.0,65.0,562.0,28.0,508.0,1643,2024-07-11 04:13:26,2.1.2,,,66.0,Facebooks React on Scala.JS.,,,81.0,21,True,2,,,"['scala3', 'scalajs']",,,,
67,spark-testing-base,holdenk/spark-testing-base,test,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2024-09-30 20:12:27,2024-09-30 20:12:24,783.0,8.0,359.0,77.0,221.0,104.0,119.0,1516,2023-04-25 21:17:13,1.4.3,,,4.0,Base classes to use when writing tests with Spark.,39.0,39.0,61.0,21,True,2,,,,,,,
68,alpakka-kafka,akka/alpakka-kafka,bigdata,https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2024-10-10 14:58:37,2024-10-10 14:58:35,1850.0,16.0,387.0,73.0,1244.0,108.0,434.0,1417,2024-05-14 12:06:02,6.0.0,,,63.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,131.0,21,False,2,,,['scala3'],,,,
69,framework,lift/framework,web-frameworks,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2024-09-19 03:20:26,2024-08-25 22:18:45,3934.0,2.0,275.0,104.0,537.0,136.0,1351.0,1268,2021-10-08 15:12:09,3.5.0-release,,,53.0,Lift Framework.,,,120.0,21,True,1,,,,,,,
70,wartremover,wartremover/wartremover,development-cycle,https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2024-10-10 04:22:17,2024-10-10 04:22:16,1347.0,77.0,113.0,33.0,789.0,104.0,243.0,1080,2020-02-25 04:42:44,2.4.5,669.0,6.0,27.0,Flexible Scala code linting tool.,,,86.0,21,True,3,,,['scala3'],,,,
71,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2024-08-14 04:56:04,2024-07-19 02:28:47,1305.0,4.0,180.0,22.0,352.0,121.0,275.0,839,2024-05-18 14:23:53,0.22.2,,,94.0,Slick extensions for PostgreSQL.,,,96.0,21,True,2,,,,,,,
72,bootzooka,softwaremill/bootzooka,others,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2024-10-10 00:06:05,2024-10-10 00:05:30,3638.0,128.0,152.0,59.0,1221.0,12.0,108.0,747,2022-07-27 13:33:11,1.0.4,,,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",,,67.0,21,True,1,,,,,,,
73,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2024-08-13 04:11:31,2024-05-25 03:10:21,1562.0,,236.0,26.0,463.0,30.0,364.0,719,2024-05-25 03:20:18,5.0.13,,,7.0,Avro schema generation and serialization / deserialization for Scala.,,,107.0,21,True,1,,,['scala3'],,,,
74,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2024-10-10 09:47:08,2024-10-10 09:47:08,798.0,29.0,156.0,29.0,288.0,40.0,228.0,649,2024-09-25 08:23:05,2.2.1,,,44.0,sbt plugin for scoverage.,,,75.0,21,True,1,,,,,,,
75,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2024-10-10 04:21:03,2024-10-10 04:21:02,4554.0,84.0,66.0,19.0,3046.0,95.0,535.0,632,2024-09-29 23:48:50,24.9.3,,,100.0,Essential Building Blocks for Scala.,,,47.0,21,True,1,,,"['scala3', 'scalajs']",,,,
76,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2024-09-21 00:14:57,2024-09-21 00:14:07,4667.0,67.0,66.0,20.0,1689.0,63.0,397.0,615,2024-09-22 17:01:51,1.2.15,,,91.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,32.0,21,True,1,,,"['scala3', 'scalajs']",,,,
77,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2024-09-25 09:48:49,2024-08-28 08:28:22,2187.0,32.0,125.0,34.0,1608.0,66.0,156.0,317,2024-07-22 21:39:35,2.0.0,,,24.0,Simpler DynamoDB access for Scala.,,,96.0,21,True,2,,,['scala3'],,,,
78,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2024-10-07 21:10:03,2024-10-07 21:10:02,7364.0,26.0,706.0,207.0,2223.0,158.0,422.0,4671,,,,,,Principled Functional Programming in Scala.,,,248.0,20,False,2,,,"['scala3', 'scalajs']",,,,
79,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,291.0,494.0,163.0,134.0,2139,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,,,45.0,20,False,3,,,,,,,
80,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2024-10-07 21:30:36,2024-10-07 21:30:34,1878.0,32.0,328.0,64.0,1127.0,167.0,259.0,1485,,,,,,JSON library.,,,146.0,20,True,2,,,"['scala3', 'scalajs']",,,,
81,pureconfig,pureconfig/pureconfig,others,https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2024-10-04 18:11:23,2024-10-04 18:11:23,2221.0,31.0,175.0,23.0,1435.0,48.0,259.0,1480,,,,,,A boilerplate-free library for loading configuration files.,,,89.0,20,True,1,,,['scala3'],,,,
82,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2024-10-09 07:32:30,2024-10-09 07:32:22,822.0,24.0,75.0,58.0,228.0,54.0,73.0,1272,2024-10-09 08:03:24,2.6.3,,,21.0,"Zero-cost, compile-time, type-safe dependency injection library.",,,44.0,20,True,2,,,"['scala3', 'scalajs']",,,,
83,scrimage,sksamuel/scrimage,media,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2024-08-12 03:19:55,2024-08-12 03:19:22,1313.0,3.0,139.0,44.0,94.0,5.0,197.0,1072,2024-08-12 03:18:33,4.2.0,,,35.0,"JVM - Java, Kotlin, Scala image processing library.",,,58.0,20,True,1,,,,,,,
84,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2024-10-08 12:39:37,2024-10-08 12:39:37,1378.0,13.0,232.0,55.0,943.0,20.0,372.0,850,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,90.0,20,True,2,,,['scala3'],,,,
85,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2024-10-05 12:51:11,2024-10-05 12:48:48,1469.0,28.0,108.0,31.0,478.0,5.0,70.0,809,2024-10-05 12:51:11,2.3.2,,,8.0,Scala combinator library for working with binary data.,,,62.0,20,True,2,,,"['scala3', 'scalajs']",,,,
86,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2024-10-04 16:12:29,2024-10-04 16:12:28,1857.0,3.0,245.0,165.0,192.0,43.0,143.0,793,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,232.0,20,True,2,,,,,,,
87,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2024-10-08 15:19:50,2024-10-08 15:19:50,4784.0,16.0,215.0,30.0,606.0,5.0,657.0,734,2024-07-04 15:42:00,SPECS-4.20.8,,,75.0,Software Specifications for Scala.,,,94.0,20,False,2,,,"['scala3', 'scalajs']",,,,
88,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2024-10-04 12:23:56,2024-09-28 11:02:22,918.0,13.0,164.0,17.0,329.0,23.0,282.0,716,2024-09-28 11:07:11,4.0.2,,,29.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,58.0,20,True,2,,,"['scala3', 'scalajs']",,,,
89,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2024-10-07 21:21:34,2024-10-07 21:17:38,1332.0,28.0,108.0,38.0,730.0,34.0,80.0,548,2024-06-27 19:11:06,2.0.7,,,25.0,Twirl is Plays default template engine.,,,56.0,20,True,1,,,"['scala3', 'scalajs']",,,,
90,scapegoat,scapegoat-scala/scapegoat,development-cycle,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2024-10-09 06:44:00,2024-10-09 06:44:00,1408.0,22.0,89.0,20.0,631.0,46.0,207.0,528,2024-09-29 08:18:12,3.0.3,,,27.0,Scala compiler plugin for static code analysis.,,,65.0,20,True,3,,,,,,,
91,mima,lightbend/mima,sbt,https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2024-10-10 01:56:12,2024-10-10 01:56:12,1579.0,24.0,70.0,19.0,606.0,28.0,190.0,458,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,,,49.0,20,True,2,,,['scala3'],,,,lightbend-labs/mima
92,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2024-10-10 14:10:22,2024-10-10 14:10:22,3608.0,72.0,36.0,20.0,1172.0,32.0,88.0,447,2024-10-08 12:27:56,0.16.0,,,27.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,41.0,20,True,2,,,['scalajs'],,,,
93,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2024-10-10 04:06:35,2024-09-27 16:41:05,3942.0,28.0,45.0,11.0,379.0,11.0,221.0,414,2024-07-27 20:34:50,1.2.0,,,40.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,27.0,20,True,1,,,"['scala3', 'scalajs']",,,,
94,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2024-09-20 20:33:13,2024-09-20 19:39:42,1611.0,13.0,97.0,11.0,1098.0,37.0,171.0,405,2024-09-20 20:34:06,1.12.1,,,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,64.0,20,True,2,,,"['scala3', 'scalajs']",,,,
95,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2024-09-23 07:55:07,2024-09-23 07:46:21,1398.0,21.0,81.0,10.0,698.0,60.0,149.0,395,2024-09-18 12:06:17,2.6.1,,,73.0,Typechecked markdown documentation for Scala.,,,54.0,20,True,2,,,['scala3'],,,,
96,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2024-10-10 13:48:06,2024-10-10 13:48:01,509.0,62.0,26.0,26.0,176.0,17.0,39.0,373,2024-10-08 10:23:25,0.5.1,,,41.0,Safe direct-style concurrency and resiliency for Scala on the JVM.,,,23.0,20,True,2,,,['scala3'],,,,
97,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,2.0,692.0,206.0,323.0,90.0,451.0,3447,,,,,,Breeze is/was a numerical processing library for Scala.,,,146.0,19,True,2,-1.0,,['scala3'],,,,
98,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2024-10-06 00:08:26,2024-04-08 03:06:33,1647.0,,108.0,114.0,448.0,45.0,64.0,1586,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,19,True,2,,,"['scala3', 'scalajs']",,,,
99,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2024-10-06 16:53:44,2024-10-06 16:53:44,2477.0,6.0,360.0,106.0,2246.0,249.0,1063.0,1337,2024-01-08 16:03:05,3.7.1,,,23.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,19,False,1,,,,,,,
100,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,77.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,29.0,19,False,2,,,,,,,
101,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,75.0,512.0,21.0,403.0,1049,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,,
102,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2024-09-29 00:09:45,2024-09-17 12:50:13,523.0,16.0,53.0,43.0,198.0,25.0,33.0,825,2024-09-17 12:59:04,1.9.9,,,30.0,Modify deeply nested case class fields.,,,26.0,19,True,2,,,"['scala3', 'scalajs']",,,,
103,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,45.0,287.0,20.0,134.0,738,2022-12-14 08:24:58,4.0.1,12958.0,104.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,False,2,,,,,,,
104,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2024-09-14 20:44:54,2024-09-14 20:44:54,438.0,5.0,171.0,50.0,158.0,78.0,203.0,720,2023-12-15 13:52:51,6.2.0,,,4.0,Plugin for sbt to create Eclipse project definitions.,,,40.0,19,True,2,,,,,,,
105,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2024-10-09 00:19:56,2024-10-09 00:19:56,575.0,20.0,162.0,25.0,264.0,86.0,101.0,643,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,,,66.0,19,True,2,,,,,,,
106,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2024-10-07 21:03:39,2024-10-07 21:03:31,1273.0,27.0,78.0,19.0,728.0,5.0,64.0,581,2024-06-02 05:55:05,7.0.4,,,74.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,True,2,,,"['scala3', 'scalajs']",,,,
107,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,193.0,137.0,1360.0,9.0,534.0,524,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,,
108,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2024-10-10 13:40:39,2024-10-10 13:38:55,1093.0,59.0,90.0,14.0,682.0,41.0,124.0,429,2024-09-13 10:46:45,1.0.2,,,48.0,Scala testing library with actionable errors and extensible APIs.,,,55.0,19,True,2,,,"['scala3', 'scalajs']",,,,
109,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2024-10-08 07:34:07,2024-10-08 07:34:06,1397.0,13.0,134.0,16.0,949.0,44.0,96.0,361,2024-06-17 10:21:07,3.0.4,,,24.0,The Play JSON library.,,,68.0,19,True,2,,,"['scala3', 'scalajs', 'play']",,,,
110,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-10-10 03:53:44,2024-10-10 03:53:44,345.0,31.0,102.0,22.0,150.0,27.0,83.0,345,2024-10-09 22:55:17,2.1.0,,,8.0,A git plugin for sbt.,,,54.0,19,True,2,2.0,,,,,,
111,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2024-10-06 12:35:16,2024-10-06 12:35:16,3408.0,22.0,29.0,13.0,716.0,6.0,153.0,227,2024-06-05 18:09:18,0.21.4,,,78.0,Testing tool in Scala for HTTP JSON API.,,,18.0,19,True,2,,,,,,,
112,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2024-10-08 07:22:09,2024-10-08 07:22:08,1164.0,26.0,87.0,15.0,791.0,75.0,80.0,223,2024-07-09 13:23:23,3.0.5,,,30.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,True,3,,,"['scala3', 'play']",,,,
113,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2024-10-10 14:13:30,2024-10-10 14:13:28,1530.0,45.0,36.0,8.0,1474.0,32.0,133.0,199,2024-04-18 13:40:39,0.16.1,,,43.0,Mutation testing for Scala.,,,36.0,19,True,2,,,['scala3'],,,,
114,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2024-10-06 07:24:15,2024-10-05 13:28:35,795.0,32.0,21.0,13.0,319.0,59.0,57.0,149,2024-10-06 07:38:18,0.0.9,7674.0,255.0,35.0,A bleeping fast scala build tool!.,,,17.0,19,True,3,,,['scala3'],,,,
115,openmole,openmole/openmole,sci,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2024-10-09 11:51:12,2024-10-09 11:47:49,14420.0,173.0,34.0,20.0,106.0,78.0,373.0,143,2024-07-15 20:57:44,16.2,,,4.0,Workflow engine for exploration of simulation models using high throughput computing.,,,48.0,19,True,2,,,,,,,
116,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2024-10-08 16:37:56,2024-10-08 16:37:55,4107.0,30.0,335.0,80.0,1290.0,70.0,376.0,2652,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,136.0,18,False,3,,,['scala3'],,,,
117,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2024-10-04 12:58:21,2024-10-04 12:57:47,562.0,4.0,148.0,26.0,275.0,31.0,106.0,1192,2024-10-04 12:59:27,enumeratum-1.7.5,,,76.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,93.0,18,True,2,,,"['scala3', 'scalajs']",,,,
118,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2024-09-23 23:29:01,2024-09-23 23:29:01,767.0,3.0,92.0,56.0,258.0,12.0,76.0,1145,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,18,True,2,,,['scalajs'],,,,
119,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,150.0,161.0,155.0,33.0,48.0,1046,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,18,False,2,,,,,,,
120,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,87.0,61.0,67.0,90.0,916,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
121,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-10-08 07:11:58,2024-10-08 07:11:51,329.0,10.0,90.0,24.0,167.0,29.0,70.0,791,2023-12-11 13:31:01,0.4.7,,,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,52.0,18,True,2,,,,,,,
122,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2024-10-06 16:38:55,2024-10-06 16:38:55,644.0,10.0,55.0,22.0,320.0,13.0,66.0,759,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,18,True,2,,,,,,,
123,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2024-09-29 10:15:51,2024-09-29 10:15:51,1042.0,11.0,132.0,37.0,438.0,22.0,99.0,651,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,True,1,,,"['scala3', 'scalajs']",,,,
124,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,156.0,130.0,679.0,74.0,92.0,610,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,,,68.0,18,False,2,,,,,,,
125,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2024-10-10 00:17:25,2024-06-14 18:16:48,1454.0,,40.0,10.0,461.0,23.0,149.0,525,2024-06-04 21:32:22,3.15.0,,,47.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,19.0,18,True,2,,,"['scala3', 'scalajs']",,,,
126,scalamock,paulbutcher/scalamock,test,https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2024-09-16 11:44:34,2024-09-16 11:44:34,824.0,9.0,99.0,22.0,309.0,30.0,201.0,503,2024-04-06 12:04:40,6.0.0,,,16.0,Native Scala mocking framework.,,,36.0,18,True,3,,,['scalajs'],,,,
127,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2024-09-28 10:21:30,2024-09-28 10:21:27,1777.0,15.0,141.0,28.0,203.0,51.0,437.0,501,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,60.0,18,True,2,,,['scala3'],,,,
128,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2024-08-21 14:14:30,2024-08-06 04:41:19,704.0,11.0,80.0,15.0,213.0,29.0,109.0,487,2024-08-06 04:55:44,0.8.4,,,11.0,A simple testing framework for Scala.,,,51.0,18,True,3,,,"['scala3', 'scalajs']",,,,
129,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2024-09-27 12:19:43,2024-09-27 05:38:30,1388.0,18.0,73.0,22.0,581.0,13.0,56.0,433,2024-05-29 20:49:23,1.6.0,,,23.0,Jawn is for parsing jay-sawn (JSON).,,,53.0,18,False,2,,,"['scala3', 'scalajs']",,,,
130,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2024-10-10 17:38:11,2024-10-10 17:38:11,2408.0,24.0,62.0,13.0,480.0,1.0,73.0,427,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,1,,,['scala3'],,,,
